contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expiration
SPY260220C00555000,2026-02-13 16:09:29+00:00,555.0,129.48,129.08,131.81,0.6799927,0.5279446,1.0,25,0.6889679541015626,True,REGULAR,USD,call,2026-02-20
SPY260220C00560000,2026-02-13 14:33:49+00:00,560.0,121.75,124.05,126.81,-3.3700027,-2.6934164,9.0,66,0.6599155102539063,True,REGULAR,USD,call,2026-02-20
SPY260220C00565000,2026-02-13 18:23:00+00:00,565.0,121.5,120.33,120.51,4.300003,3.6689446,2.0,359,0.6323278955078125,True,REGULAR,USD,call,2026-02-20
SPY260220C00570000,2026-02-12 20:38:01+00:00,570.0,113.69,114.16,116.86,0.0,0.0,24.0,80,0.6259803027343751,True,REGULAR,USD,call,2026-02-20
SPY260220C00575000,2026-02-13 14:32:57+00:00,575.0,107.61,110.46,110.65,-2.3700027,-2.1549397,1.0,138,0.6086464916992189,True,REGULAR,USD,call,2026-02-20
SPY260220C00580000,2026-02-13 17:21:30+00:00,580.0,106.13,105.35,105.54,3.6299973,3.5414608,5.0,153,0.5625043750000001,True,REGULAR,USD,call,2026-02-20
SPY260220C00585000,2026-02-13 18:29:39+00:00,585.0,101.08,99.19,101.99,2.2600021,2.2869885,1.0,71,0.5629926513671876,True,REGULAR,USD,call,2026-02-20
SPY260220C00590000,2026-02-12 18:03:38+00:00,590.0,93.78,95.39,95.56,0.0,0.0,50.0,204,0.5183153637695312,True,REGULAR,USD,call,2026-02-20
SPY260220C00593000,2026-02-11 17:02:21+00:00,593.0,99.27,91.21,93.91,0.0,0.0,7.0,7,0.5173388110351562,True,REGULAR,USD,call,2026-02-20
SPY260220C00595000,2026-02-13 17:01:22+00:00,595.0,90.27,90.38,90.57,-0.73000336,-0.8022015,4.0,290,0.508793974609375,True,REGULAR,USD,call,2026-02-20
SPY260220C00600000,2026-02-13 18:03:40+00:00,600.0,84.9,85.49,85.68,2.300003,2.7845073,24.0,1273,0.4985401708984375,True,REGULAR,USD,call,2026-02-20
SPY260220C00605000,2026-02-12 20:42:09+00:00,605.0,78.8,80.4,80.58,0.15000153,0.1907203,1.0,337,0.4592339233398438,True,REGULAR,USD,call,2026-02-20
SPY260220C00610000,2026-02-13 18:03:21+00:00,610.0,75.08,75.42,75.61,1.3899994,1.8862795,18.0,465,0.43774976318359377,True,REGULAR,USD,call,2026-02-20
SPY260220C00615000,2026-02-12 20:52:45+00:00,615.0,65.86,70.53,70.72,-0.7900009,-1.1852977,3.0,186,0.4250545776367188,True,REGULAR,USD,call,2026-02-20
SPY260220C00620000,2026-02-13 15:17:47+00:00,620.0,63.38,65.57,65.76,-2.0099983,-3.073862,3.0,676,0.4030821411132813,True,REGULAR,USD,call,2026-02-20
SPY260220C00623000,2026-02-06 14:53:51+00:00,623.0,64.45,61.29,64.1,0.0,0.0,1.0,1,0.4888967126464845,True,REGULAR,USD,call,2026-02-20
SPY260220C00625000,2026-02-13 16:56:06+00:00,625.0,60.6,60.47,60.66,-0.670002,-1.0935237,6.0,611,0.366217275390625,True,REGULAR,USD,call,2026-02-20
SPY260220C00627000,2026-02-06 15:09:34+00:00,627.0,58.7,57.22,59.98,0.0,0.0,1.0,1,0.45691461059570315,True,REGULAR,USD,call,2026-02-20
SPY260220C00630000,2026-02-13 17:55:48+00:00,630.0,55.95,55.51,55.7,0.15999985,0.28678948,8.0,1579,0.3442448388671875,True,REGULAR,USD,call,2026-02-20
SPY260220C00631000,2026-01-30 15:53:57+00:00,631.0,63.72,53.24,56.01,0.0,0.0,10.0,11,0.43396562133789063,True,REGULAR,USD,call,2026-02-20
SPY260220C00632000,2026-01-30 15:48:36+00:00,632.0,63.97,52.25,55.03,0.0,0.0,1.0,2,0.4288387194824219,True,REGULAR,USD,call,2026-02-20
SPY260220C00633000,2026-02-12 17:54:05+00:00,633.0,51.9,51.26,54.03,0.0,0.0,4.0,3,0.4226131958007812,True,REGULAR,USD,call,2026-02-20
SPY260220C00635000,2026-02-13 15:00:06+00:00,635.0,46.43,50.55,50.74,-2.4000015,-4.9150143,1.0,516,0.3215399877929687,True,REGULAR,USD,call,2026-02-20
SPY260220C00636000,2026-02-05 15:54:49+00:00,636.0,44.35,48.35,51.06,0.0,0.0,3.0,8,0.4055845574951171,True,REGULAR,USD,call,2026-02-20
SPY260220C00637000,2026-02-02 20:18:55+00:00,637.0,61.0,47.31,50.02,0.0,0.0,2.0,4,0.3971007556152344,True,REGULAR,USD,call,2026-02-20
SPY260220C00638000,2026-02-05 19:39:18+00:00,638.0,44.21,46.31,49.08,0.0,0.0,3.0,2,0.3940490283203125,True,REGULAR,USD,call,2026-02-20
SPY260220C00639000,2026-02-06 16:00:43+00:00,639.0,48.32,45.42,48.09,0.0,0.0,5.0,5,0.3883117810058594,True,REGULAR,USD,call,2026-02-20
SPY260220C00640000,2026-02-13 17:54:46+00:00,640.0,46.05,45.57,45.76,3.380001,7.9212594,3.0,521,0.2966378930664062,True,REGULAR,USD,call,2026-02-20
SPY260220C00641000,2026-02-06 20:56:56+00:00,641.0,51.98,43.44,46.15,0.0,0.0,8.0,8,0.37879039184570307,True,REGULAR,USD,call,2026-02-20
SPY260220C00642000,2026-02-13 17:24:43+00:00,642.0,44.42,42.33,45.11,1.4899979,3.4707613,1.0,6,0.37030658996582033,True,REGULAR,USD,call,2026-02-20
SPY260220C00643000,2026-02-09 18:02:47+00:00,643.0,52.85,41.38,44.13,0.0,0.0,4.0,1,0.3649355499267578,True,REGULAR,USD,call,2026-02-20
SPY260220C00644000,2026-02-13 14:42:23+00:00,644.0,35.51,40.49,43.28,-17.120003,-32.52898,2.0,3,0.36597313720703123,True,REGULAR,USD,call,2026-02-20
SPY260220C00645000,2026-02-13 15:24:52+00:00,645.0,37.46,40.69,40.87,-2.4099998,-6.044645,3.0,641,0.2779613220214844,True,REGULAR,USD,call,2026-02-20
SPY260220C00646000,2026-02-13 16:45:50+00:00,646.0,39.63,39.72,39.91,2.6500015,7.16604,1.0,5,0.2752758020019531,True,REGULAR,USD,call,2026-02-20
SPY260220C00647000,2026-02-13 16:45:50+00:00,647.0,38.64,38.74,38.92,-8.860001,-18.652634,2.0,28,0.2703930383300781,True,REGULAR,USD,call,2026-02-20
SPY260220C00648000,2026-02-04 15:05:03+00:00,648.0,42.43,37.75,37.93,0.0,0.0,4.0,27,0.2655102746582031,True,REGULAR,USD,call,2026-02-20
SPY260220C00649000,2026-02-06 16:00:43+00:00,649.0,38.89,36.78,36.97,0.0,0.0,5.0,92,0.26258061645507813,True,REGULAR,USD,call,2026-02-20
SPY260220C00650000,2026-02-13 18:29:21+00:00,650.0,36.84,35.94,36.12,3.5600014,10.69712,35.0,15960,0.26636475830078127,True,REGULAR,USD,call,2026-02-20
SPY260220C00651000,2026-02-12 16:34:53+00:00,651.0,32.96,34.74,35.03,-2.1100006,-6.01654,1.0,24,0.25489026367187506,True,REGULAR,USD,call,2026-02-20
SPY260220C00652000,2026-02-13 14:34:50+00:00,652.0,30.73,33.87,34.06,-3.5100021,-10.251174,1.0,29,0.25098405273437496,True,REGULAR,USD,call,2026-02-20
SPY260220C00653000,2026-02-12 18:28:34+00:00,653.0,31.5,32.93,33.11,0.0,0.0,1.0,638,0.24817646362304688,True,REGULAR,USD,call,2026-02-20
SPY260220C00654000,2026-02-12 20:46:46+00:00,654.0,30.0,31.86,32.14,0.0,0.0,15.0,26,0.24402611450195313,True,REGULAR,USD,call,2026-02-20
SPY260220C00655000,2026-02-13 16:50:12+00:00,655.0,30.5,30.95,31.13,1.4099998,4.847026,2.0,2244,0.23743438354492186,True,REGULAR,USD,call,2026-02-20
SPY260220C00656000,2026-02-13 15:00:01+00:00,656.0,26.54,30.06,30.35,-2.209999,-7.6869535,16.0,23,0.24341576904296874,True,REGULAR,USD,call,2026-02-20
SPY260220C00657000,2026-02-11 15:21:01+00:00,657.0,26.25,29.11,29.29,-8.599998,-24.677185,1.0,72,0.23413851806640623,True,REGULAR,USD,call,2026-02-20
SPY260220C00658000,2026-02-11 16:17:05+00:00,658.0,36.5,28.14,28.33,0.0,0.0,1.0,5,0.2299881689453125,True,REGULAR,USD,call,2026-02-20
SPY260220C00659000,2026-02-13 14:56:49+00:00,659.0,24.37,27.21,27.4,-2.3999996,-8.965259,7.0,17,0.22724161437988277,True,REGULAR,USD,call,2026-02-20
SPY260220C00660000,2026-02-13 18:36:26+00:00,660.0,27.18,26.3,26.49,3.0699997,12.733304,73.0,3829,0.22522747436523435,True,REGULAR,USD,call,2026-02-20
SPY260220C00661000,2026-02-13 18:07:49+00:00,661.0,25.02,25.37,25.58,1.7600002,7.5666394,9.0,38,0.22290816162109373,True,REGULAR,USD,call,2026-02-20
SPY260220C00662000,2026-02-13 16:36:51+00:00,662.0,23.69,24.52,24.69,1.460001,6.5677056,1.0,325,0.22126022888183594,True,REGULAR,USD,call,2026-02-20
SPY260220C00663000,2026-02-12 20:09:02+00:00,663.0,24.19,23.49,23.69,0.0,0.0,16.0,41,0.21460746337890624,True,REGULAR,USD,call,2026-02-20
SPY260220C00664000,2026-02-13 15:10:56+00:00,664.0,22.6,22.7,22.88,2.1000004,10.243904,3.0,74,0.21576711975097657,True,REGULAR,USD,call,2026-02-20
SPY260220C00665000,2026-02-13 18:29:32+00:00,665.0,22.51,21.72,21.87,2.460001,12.269332,27.0,2363,0.20850400878906244,True,REGULAR,USD,call,2026-02-20
SPY260220C00666000,2026-02-13 17:05:14+00:00,666.0,21.28,20.85,21.02,-0.94999886,-4.273499,2.0,83,0.2074053869628906,True,REGULAR,USD,call,2026-02-20
SPY260220C00667000,2026-02-13 15:16:13+00:00,667.0,19.3,19.91,20.09,0.7599983,4.0992355,5.0,29,0.2030108996582031,True,REGULAR,USD,call,2026-02-20
SPY260220C00668000,2026-02-13 18:43:39+00:00,668.0,19.1,19.02,19.19,0.6000004,3.2432454,44.0,59,0.19947089599609374,True,REGULAR,USD,call,2026-02-20
SPY260220C00669000,2026-02-13 17:23:24+00:00,669.0,19.25,18.15,18.33,-0.44000053,-2.2346394,48.0,34,0.1970905487060547,True,REGULAR,USD,call,2026-02-20
SPY260220C00670000,2026-02-13 18:44:20+00:00,670.0,17.44,17.29,17.45,1.4400005,9.000004,219.0,10407,0.19373364868164064,True,REGULAR,USD,call,2026-02-20
SPY260220C00671000,2026-02-12 17:46:13+00:00,671.0,13.88,16.5,16.69,-3.8200006,-21.581923,23.0,64,0.1939777868652344,True,REGULAR,USD,call,2026-02-20
SPY260220C00672000,2026-02-13 17:44:24+00:00,672.0,16.38,15.56,15.69,-0.30000114,-1.798568,83.0,130,0.18616536499023437,True,REGULAR,USD,call,2026-02-20
SPY260220C00673000,2026-02-13 18:37:32+00:00,673.0,15.33,14.87,14.99,1.5,10.845987,204.0,86,0.18744709045410157,True,REGULAR,USD,call,2026-02-20
SPY260220C00674000,2026-02-13 17:37:51+00:00,674.0,14.81,13.97,14.1,2.0500002,16.065832,557.0,137,0.18256432678222656,True,REGULAR,USD,call,2026-02-20
SPY260220C00675000,2026-02-13 18:35:37+00:00,675.0,13.71,13.14,13.28,1.6700001,13.870432,1653.0,7952,0.17939053039550779,True,REGULAR,USD,call,2026-02-20
SPY260220C00676000,2026-02-13 17:55:21+00:00,676.0,12.79,12.36,12.47,1.7299995,15.641949,1385.0,453,0.17621673400878907,True,REGULAR,USD,call,2026-02-20
SPY260220C00677000,2026-02-13 18:25:06+00:00,677.0,12.21,11.57,11.68,1.3100004,12.018353,551.0,1363,0.1731650067138672,True,REGULAR,USD,call,2026-02-20
SPY260220C00678000,2026-02-13 17:56:34+00:00,678.0,10.4,10.88,11.0,0.15999985,1.5624986,1756.0,3995,0.1726156958007813,True,REGULAR,USD,call,2026-02-20
SPY260220C00679000,2026-02-13 18:29:08+00:00,679.0,10.73,10.13,10.22,1.1899996,12.47379,983.0,1811,0.16895362304687503,True,REGULAR,USD,call,2026-02-20
SPY260220C00680000,2026-02-13 18:42:44+00:00,680.0,9.41,9.36,9.41,0.47999954,5.3751345,8317.0,15143,0.16407085937500002,True,REGULAR,USD,call,2026-02-20
SPY260220C00681000,2026-02-13 18:36:41+00:00,681.0,9.23,8.71,8.76,1.0299997,12.560972,3709.0,1366,0.16285016845703126,True,REGULAR,USD,call,2026-02-20
SPY260220C00682000,2026-02-13 18:42:33+00:00,682.0,7.99,7.94,7.99,0.39999962,5.2700872,5942.0,2265,0.1580284393310547,True,REGULAR,USD,call,2026-02-20
SPY260220C00683000,2026-02-13 18:43:37+00:00,683.0,7.27,7.27,7.31,0.28999996,4.1547275,6994.0,3330,0.15497671203613284,True,REGULAR,USD,call,2026-02-20
SPY260220C00684000,2026-02-13 18:43:49+00:00,684.0,6.65,6.58,6.61,0.26999998,4.2319746,5118.0,3618,0.15085688018798832,True,REGULAR,USD,call,2026-02-20
SPY260220C00685000,2026-02-13 18:44:54+00:00,685.0,6.01,6.05,6.07,0.20000029,3.4423459,19951.0,13066,0.15009394836425782,False,REGULAR,USD,call,2026-02-20
SPY260220C00686000,2026-02-13 18:44:54+00:00,686.0,5.4,5.38,5.41,0.1500001,2.8571446,5690.0,4022,0.1456994610595703,False,REGULAR,USD,call,2026-02-20
SPY260220C00687000,2026-02-13 18:42:44+00:00,687.0,4.82,4.8,4.82,0.0800004,1.6877723,4426.0,4103,0.14234256103515625,False,REGULAR,USD,call,2026-02-20
SPY260220C00688000,2026-02-13 18:43:49+00:00,688.0,4.25,4.24,4.26,0.0,0.0,6933.0,7570,0.13898566101074222,False,REGULAR,USD,call,2026-02-20
SPY260220C00689000,2026-02-13 18:44:18+00:00,689.0,3.73,3.76,3.78,-0.01999998,-0.5333328,2699.0,4430,0.1368494519042969,False,REGULAR,USD,call,2026-02-20
SPY260220C00690000,2026-02-13 18:44:45+00:00,690.0,3.2,3.2,3.21,-0.119999886,-3.6144545,15703.0,17978,0.13160048095703125,False,REGULAR,USD,call,2026-02-20
SPY260220C00691000,2026-02-13 18:43:36+00:00,691.0,2.75,2.75,2.77,-0.1500001,-5.1724167,2868.0,3960,0.1287928918457031,False,REGULAR,USD,call,2026-02-20
SPY260220C00692000,2026-02-13 18:44:14+00:00,692.0,2.35,2.33,2.35,-0.16000009,-6.374505,4898.0,6292,0.12555806091308597,False,REGULAR,USD,call,2026-02-20
SPY260220C00693000,2026-02-13 18:42:59+00:00,693.0,1.95,1.94,1.95,-0.24000001,-10.958904,3491.0,7069,0.12183495361328125,False,REGULAR,USD,call,2026-02-20
SPY260220C00694000,2026-02-13 18:43:01+00:00,694.0,1.6,1.6,1.61,-0.20999992,-11.602206,4233.0,5679,0.11878322631835936,False,REGULAR,USD,call,2026-02-20
SPY260220C00695000,2026-02-13 18:44:45+00:00,695.0,1.28,1.27,1.28,-0.24000001,-15.789474,13018.0,27021,0.11469391174316407,False,REGULAR,USD,call,2026-02-20
SPY260220C00696000,2026-02-13 18:44:38+00:00,696.0,1.02,1.0,1.02,-0.26,-20.3125,4339.0,9732,0.11170321899414062,False,REGULAR,USD,call,2026-02-20
SPY260220C00697000,2026-02-13 18:43:50+00:00,697.0,0.81,0.79,0.8,-0.23999995,-22.857138,8934.0,10411,0.10895666442871094,False,REGULAR,USD,call,2026-02-20
SPY260220C00698000,2026-02-13 18:44:12+00:00,698.0,0.6,0.6,0.61,-0.21999997,-26.829264,12733.0,6483,0.10596597167968749,False,REGULAR,USD,call,2026-02-20
SPY260220C00699000,2026-02-13 18:44:25+00:00,699.0,0.45,0.44,0.45,-0.19999999,-30.76923,5843.0,4558,0.10279217529296875,False,REGULAR,USD,call,2026-02-20
SPY260220C00700000,2026-02-13 18:44:55+00:00,700.0,0.33,0.32,0.33,-0.17999998,-35.294113,34162.0,31300,0.10022872436523436,False,REGULAR,USD,call,2026-02-20
SPY260220C00701000,2026-02-13 18:43:25+00:00,701.0,0.24,0.24,0.25,-0.16000001,-39.02439,9525.0,5293,0.09900803344726564,False,REGULAR,USD,call,2026-02-20
SPY260220C00702000,2026-02-13 18:37:35+00:00,702.0,0.2,0.18,0.19,-0.10000001,-33.333336,2689.0,5830,0.0981535498046875,False,REGULAR,USD,call,2026-02-20
SPY260220C00703000,2026-02-13 18:44:23+00:00,703.0,0.13,0.13,0.14,-0.11,-45.833336,5294.0,6864,0.09693285888671876,False,REGULAR,USD,call,2026-02-20
SPY260220C00704000,2026-02-13 18:34:46+00:00,704.0,0.1,0.09,0.1,-0.07,-41.17647,2442.0,7939,0.09571216796875001,False,REGULAR,USD,call,2026-02-20
SPY260220C00705000,2026-02-13 18:44:37+00:00,705.0,0.07,0.07,0.08,-0.059999995,-46.153843,15656.0,19907,0.09620044433593751,False,REGULAR,USD,call,2026-02-20
SPY260220C00706000,2026-02-13 18:32:28+00:00,706.0,0.07,0.05,0.06,-0.030000001,-30.0,979.0,3835,0.09620044433593751,False,REGULAR,USD,call,2026-02-20
SPY260220C00707000,2026-02-13 18:43:26+00:00,707.0,0.04,0.04,0.05,-0.04,-50.0,2325.0,9292,0.0971769970703125,False,REGULAR,USD,call,2026-02-20
SPY260220C00708000,2026-02-13 18:39:20+00:00,708.0,0.04,0.03,0.04,-0.010000002,-20.000002,865.0,6180,0.0981535498046875,False,REGULAR,USD,call,2026-02-20
SPY260220C00709000,2026-02-13 18:42:10+00:00,709.0,0.04,0.03,0.04,-0.010000002,-20.000002,1122.0,4903,0.10157148437499999,False,REGULAR,USD,call,2026-02-20
SPY260220C00710000,2026-02-13 18:34:36+00:00,710.0,0.04,0.03,0.04,0.0,0.0,4586.0,33220,0.1054776953125,False,REGULAR,USD,call,2026-02-20
SPY260220C00711000,2026-02-13 17:20:11+00:00,711.0,0.04,0.02,0.03,0.0,0.0,117.0,3471,0.1054776953125,False,REGULAR,USD,call,2026-02-20
SPY260220C00712000,2026-02-13 18:05:05+00:00,712.0,0.03,0.02,0.03,0.01,50.0,187.0,4195,0.108407353515625,False,REGULAR,USD,call,2026-02-20
SPY260220C00713000,2026-02-13 18:33:23+00:00,713.0,0.02,0.01,0.02,0.0,0.0,246.0,5676,0.10743080078125,False,REGULAR,USD,call,2026-02-20
SPY260220C00714000,2026-02-13 18:20:41+00:00,714.0,0.01,0.01,0.02,-0.01,-50.0,517.0,3614,0.11036045898437499,False,REGULAR,USD,call,2026-02-20
SPY260220C00715000,2026-02-13 18:33:36+00:00,715.0,0.01,0.01,0.02,-0.01,-50.0,540.0,27653,0.1132901171875,False,REGULAR,USD,call,2026-02-20
SPY260220C00716000,2026-02-13 18:34:49+00:00,716.0,0.01,0.01,0.02,-0.01,-50.0,98.0,4154,0.117196328125,False,REGULAR,USD,call,2026-02-20
SPY260220C00717000,2026-02-13 18:39:33+00:00,717.0,0.01,0.01,0.02,0.0,0.0,82.0,3208,0.12012598632812499,False,REGULAR,USD,call,2026-02-20
SPY260220C00718000,2026-02-13 18:21:29+00:00,718.0,0.01,0.01,0.02,-0.01,-50.0,16.0,3346,0.12305564453125001,False,REGULAR,USD,call,2026-02-20
SPY260220C00719000,2026-02-13 16:14:05+00:00,719.0,0.01,0.01,0.02,0.0,0.0,7.0,2171,0.12696185546875,False,REGULAR,USD,call,2026-02-20
SPY260220C00720000,2026-02-13 18:43:44+00:00,720.0,0.01,0.01,0.02,0.0,0.0,331.0,15740,0.129891513671875,False,REGULAR,USD,call,2026-02-20
SPY260220C00721000,2026-02-12 17:06:58+00:00,721.0,0.02,0.01,0.02,0.0,0.0,24.0,807,0.132821171875,False,REGULAR,USD,call,2026-02-20
SPY260220C00722000,2026-02-12 18:59:42+00:00,722.0,0.01,0.01,0.02,-0.01,-50.0,1.0,976,0.13672738281250002,False,REGULAR,USD,call,2026-02-20
SPY260220C00723000,2026-02-13 16:51:47+00:00,723.0,0.01,0.01,0.02,-0.01,-50.0,150.0,1389,0.13868048828125001,False,REGULAR,USD,call,2026-02-20
SPY260220C00724000,2026-02-12 20:30:56+00:00,724.0,0.01,0.01,0.02,0.0,0.0,290.0,1583,0.14258669921875,False,REGULAR,USD,call,2026-02-20
SPY260220C00725000,2026-02-13 18:09:10+00:00,725.0,0.01,0.01,0.02,0.0,0.0,152.0,25479,0.145516357421875,False,REGULAR,USD,call,2026-02-20
SPY260220C00726000,2026-02-11 15:28:56+00:00,726.0,0.03,0.01,0.02,0.0,0.0,11.0,423,0.148446015625,False,REGULAR,USD,call,2026-02-20
SPY260220C00727000,2026-02-11 21:09:28+00:00,727.0,0.02,0.01,0.02,0.0,0.0,3.0,88,0.15235222656250003,False,REGULAR,USD,call,2026-02-20
SPY260220C00728000,2026-02-11 20:22:07+00:00,728.0,0.02,0.01,0.02,0.0,0.0,79.0,235,0.15430533203125002,False,REGULAR,USD,call,2026-02-20
SPY260220C00729000,2026-02-11 15:57:02+00:00,729.0,0.03,0.01,0.02,0.0,0.0,10.0,93,0.15821154296875,False,REGULAR,USD,call,2026-02-20
SPY260220C00730000,2026-02-13 18:24:48+00:00,730.0,0.01,0.01,0.02,0.0,0.0,23.0,8834,0.161141201171875,False,REGULAR,USD,call,2026-02-20
SPY260220C00735000,2026-02-13 15:39:43+00:00,735.0,0.02,0.01,0.02,0.01,100.0,2.0,9204,0.1757894921875,False,REGULAR,USD,call,2026-02-20
SPY260220C00740000,2026-02-13 16:28:36+00:00,740.0,0.01,0.01,0.02,0.0,0.0,171.0,11270,0.1914143359375,False,REGULAR,USD,call,2026-02-20
