contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expiration
TSLA260220C00235000,2026-02-06 14:47:38+00:00,235.0,171.84,179.4,183.1,0.0,0.0,1.0,29,1.7792979785156249,True,REGULAR,USD,call,2026-02-20
TSLA260220C00240000,2026-02-11 16:23:16+00:00,240.0,186.61,174.5,178.0,0.0,0.0,1.0,264,1.720704521484375,True,REGULAR,USD,call,2026-02-20
TSLA260220C00245000,2026-02-10 15:26:18+00:00,245.0,177.76,169.5,173.05,0.0,0.0,1.0,26,1.6728531982421875,True,REGULAR,USD,call,2026-02-20
TSLA260220C00250000,2026-02-12 19:52:30+00:00,250.0,166.68,164.55,168.15,-10.37001,-5.857108,2.0,291,1.642579912109375,True,REGULAR,USD,call,2026-02-20
TSLA260220C00255000,2026-02-12 14:51:58+00:00,255.0,174.31,159.4,162.8,2.0599976,1.1959348,1.0,91,1.4912134814453122,True,REGULAR,USD,call,2026-02-20
TSLA260220C00260000,2026-02-12 19:23:40+00:00,260.0,156.18,154.9,157.8,-11.050003,-6.607668,4.0,237,1.530764064941406,True,REGULAR,USD,call,2026-02-20
TSLA260220C00265000,2026-02-09 16:04:52+00:00,265.0,153.39,149.4,152.8,0.0,0.0,3.0,29,1.3867218164062498,True,REGULAR,USD,call,2026-02-20
TSLA260220C00270000,2026-02-09 14:30:03+00:00,270.0,145.0,145.05,147.15,5.4299927,3.8905153,20.0,296,1.3354525415039058,True,REGULAR,USD,call,2026-02-20
TSLA260220C00275000,2026-02-12 17:00:34+00:00,275.0,143.25,139.4,142.75,-6.8200073,-4.5445504,3.0,159,1.2753942480468747,True,REGULAR,USD,call,2026-02-20
TSLA260220C00280000,2026-02-12 20:12:41+00:00,280.0,135.67,134.6,137.15,-4.800003,-3.4171019,6.0,261,1.1357465087890626,True,REGULAR,USD,call,2026-02-20
TSLA260220C00285000,2026-02-12 19:49:26+00:00,285.0,131.48,129.65,133.15,-11.160004,-7.823895,1.0,84,1.2802770361328122,True,REGULAR,USD,call,2026-02-20
TSLA260220C00290000,2026-02-11 15:39:23+00:00,290.0,132.65,124.85,128.15,0.0,0.0,1.0,283,1.2543982592773437,True,REGULAR,USD,call,2026-02-20
TSLA260220C00295000,2026-02-11 19:33:10+00:00,295.0,132.32,119.4,122.6,0.0,0.0,3.0,191,1.0556687841796877,True,REGULAR,USD,call,2026-02-20
TSLA260220C00300000,2026-02-12 19:52:30+00:00,300.0,116.51,115.25,116.75,-11.590004,-9.047622,21.0,1459,1.0102588549804685,True,REGULAR,USD,call,2026-02-20
TSLA260220C00305000,2026-02-11 15:41:12+00:00,305.0,115.19,109.45,112.65,-3.5799942,-3.0142243,6.0,169,0.98242205078125,True,REGULAR,USD,call,2026-02-20
TSLA260220C00310000,2026-02-12 20:08:49+00:00,310.0,106.05,104.8,107.9,-11.199997,-9.552237,1.0,650,1.0200244311523439,True,REGULAR,USD,call,2026-02-20
TSLA260220C00315000,2026-02-12 15:08:01+00:00,315.0,112.45,99.85,102.7,0.2599945,0.23174481,1.0,66,0.95507857421875,True,REGULAR,USD,call,2026-02-20
TSLA260220C00320000,2026-02-12 17:58:37+00:00,320.0,95.4,95.7,96.8,-20.400002,-17.616581,13.0,1018,0.9028330029296875,True,REGULAR,USD,call,2026-02-20
TSLA260220C00325000,2026-02-12 17:02:49+00:00,325.0,93.19,90.15,92.55,-16.659996,-15.166133,10.0,98,0.8793957373046875,True,REGULAR,USD,call,2026-02-20
TSLA260220C00330000,2026-02-12 18:00:03+00:00,330.0,85.18,85.75,87.55,-9.040001,-9.594567,2.0,463,0.8889171264648437,True,REGULAR,USD,call,2026-02-20
TSLA260220C00335000,2026-02-12 15:00:54+00:00,335.0,93.3,79.95,82.55,5.1100006,5.794308,1.0,186,0.7675804492187501,True,REGULAR,USD,call,2026-02-20
TSLA260220C00340000,2026-02-12 18:45:01+00:00,340.0,77.92,75.8,77.05,-9.68,-11.050228,1.0,956,0.7563500927734376,True,REGULAR,USD,call,2026-02-20
TSLA260220C00345000,2026-02-11 14:40:02+00:00,345.0,89.0,70.3,72.35,0.0,0.0,1.0,157,0.6931183032226562,True,REGULAR,USD,call,2026-02-20
TSLA260220C00350000,2026-02-12 19:52:23+00:00,350.0,66.67,66.4,67.25,-10.910004,-14.062907,134.0,1949,0.7233914379882812,True,REGULAR,USD,call,2026-02-20
TSLA260220C00355000,2026-02-12 19:55:50+00:00,355.0,61.84,61.35,62.6,-11.009998,-15.113245,10.0,166,0.6940948559570312,True,REGULAR,USD,call,2026-02-20
TSLA260220C00360000,2026-02-12 20:01:22+00:00,360.0,56.69,56.85,57.35,-10.560001,-15.702604,96.0,1636,0.659183095703125,True,REGULAR,USD,call,2026-02-20
TSLA260220C00365000,2026-02-12 18:03:41+00:00,365.0,51.0,51.65,52.55,-11.419998,-18.295414,5.0,172,0.6101113208007813,True,REGULAR,USD,call,2026-02-20
TSLA260220C00370000,2026-02-12 20:03:02+00:00,370.0,47.25,47.15,47.6,-9.560001,-16.828026,26.0,1546,0.5866740551757812,True,REGULAR,USD,call,2026-02-20
TSLA260220C00372500,2026-02-12 16:10:32+00:00,372.5,52.38,44.8,45.55,1.3800011,2.7058845,2.0,2,0.586918193359375,True,REGULAR,USD,call,2026-02-20
TSLA260220C00375000,2026-02-12 18:13:34+00:00,375.0,42.72,42.25,42.8,-9.449997,-18.113853,12.0,548,0.5485884985351563,True,REGULAR,USD,call,2026-02-20
TSLA260220C00377500,2026-02-12 20:03:03+00:00,377.5,40.25,40.1,40.65,-11.400002,-22.071638,26.0,1,0.5498091894531252,True,REGULAR,USD,call,2026-02-20
TSLA260220C00380000,2026-02-12 20:16:16+00:00,380.0,37.5,37.8,38.15,-9.75,-20.63492,164.0,1679,0.530400203857422,True,REGULAR,USD,call,2026-02-20
TSLA260220C00385000,2026-02-12 19:55:50+00:00,385.0,33.52,33.25,33.75,-9.48,-22.04651,40.0,269,0.5102588037109376,True,REGULAR,USD,call,2026-02-20
TSLA260220C00387500,2026-02-12 17:20:30+00:00,387.5,33.4,31.15,31.7,-7.91,-19.147905,15.0,8,0.5070850073242188,True,REGULAR,USD,call,2026-02-20
TSLA260220C00390000,2026-02-12 20:11:27+00:00,390.0,28.27,28.95,29.3,-11.98,-29.763975,125.0,1810,0.4985401708984375,True,REGULAR,USD,call,2026-02-20
TSLA260220C00392500,2026-02-12 19:09:30+00:00,392.5,26.8,27.05,27.45,-7.5699997,-22.025023,22.0,20,0.5022022436523439,True,REGULAR,USD,call,2026-02-20
TSLA260220C00395000,2026-02-12 20:12:44+00:00,395.0,24.33,25.05,25.3,-9.820002,-28.755495,60.0,537,0.4875539526367188,True,REGULAR,USD,call,2026-02-20
TSLA260220C00397500,2026-02-12 20:03:26+00:00,397.5,22.85,22.95,23.15,-7.6000004,-24.95895,81.0,29,0.47119669433593747,True,REGULAR,USD,call,2026-02-20
TSLA260220C00400000,2026-02-12 20:18:01+00:00,400.0,21.0,20.85,21.05,-10.280001,-32.864452,1756.0,4239,0.45538874694824216,True,REGULAR,USD,call,2026-02-20
TSLA260220C00402500,2026-02-12 18:36:35+00:00,402.5,19.74,18.95,19.15,-7.6399994,-27.903578,119.0,74,0.446294599609375,True,REGULAR,USD,call,2026-02-20
TSLA260220C00405000,2026-02-12 20:08:54+00:00,405.0,16.95,17.2,17.4,-9.959999,-37.01226,726.0,1104,0.4407404559326171,True,REGULAR,USD,call,2026-02-20
TSLA260220C00407500,2026-02-12 20:14:31+00:00,407.5,15.37,15.55,15.75,-9.7300005,-38.764942,151.0,222,0.43628493408203123,True,REGULAR,USD,call,2026-02-20
TSLA260220C00410000,2026-02-12 20:15:21+00:00,410.0,13.78,14.0,14.15,-8.97,-39.42857,3512.0,2378,0.43054768676757815,True,REGULAR,USD,call,2026-02-20
TSLA260220C00412500,2026-02-12 20:15:21+00:00,412.5,12.27,12.35,12.5,-8.469999,-40.838955,525.0,870,0.41974457214355465,True,REGULAR,USD,call,2026-02-20
TSLA260220C00415000,2026-02-12 20:19:04+00:00,415.0,11.0,11.0,11.1,-8.15,-42.558743,4260.0,2028,0.41528905029296875,True,REGULAR,USD,call,2026-02-20
TSLA260220C00417500,2026-02-12 20:19:03+00:00,417.5,9.71,9.7,9.8,-7.589999,-43.898205,2849.0,1299,0.411138701171875,False,REGULAR,USD,call,2026-02-20
TSLA260220C00420000,2026-02-12 20:18:39+00:00,420.0,8.6,8.55,8.65,-6.7599993,-44.010414,12447.0,4990,0.40930766479492187,False,REGULAR,USD,call,2026-02-20
TSLA260220C00422500,2026-02-12 20:16:25+00:00,422.5,7.35,7.45,7.55,-6.5000005,-46.93141,2389.0,1915,0.4057676611328125,False,REGULAR,USD,call,2026-02-20
TSLA260220C00425000,2026-02-12 20:17:23+00:00,425.0,6.35,6.55,6.65,-6.0000005,-48.583,6790.0,4762,0.4066221447753906,False,REGULAR,USD,call,2026-02-20
TSLA260220C00427500,2026-02-12 20:18:00+00:00,427.5,5.65,5.6,5.7,-5.2999997,-48.40183,2692.0,3393,0.40180041564941404,False,REGULAR,USD,call,2026-02-20
TSLA260220C00430000,2026-02-12 20:17:42+00:00,430.0,4.73,4.85,4.9,-4.86,-50.677788,10693.0,7601,0.39954213745117195,False,REGULAR,USD,call,2026-02-20
TSLA260220C00432500,2026-02-12 20:18:48+00:00,432.5,4.15,4.15,4.2,-4.35,-51.17647,2614.0,3353,0.3980773083496094,False,REGULAR,USD,call,2026-02-20
TSLA260220C00435000,2026-02-12 20:17:59+00:00,435.0,3.5,3.5,3.6,-3.9299998,-52.893673,10396.0,4485,0.3978331701660156,False,REGULAR,USD,call,2026-02-20
TSLA260220C00437500,2026-02-12 20:17:12+00:00,437.5,2.96,3.0,3.1,-3.52,-54.320988,1359.0,4423,0.39905386108398444,False,REGULAR,USD,call,2026-02-20
TSLA260220C00440000,2026-02-12 20:17:12+00:00,440.0,2.51,2.58,2.6,-3.0400002,-54.77478,10620.0,13466,0.3969786865234375,False,REGULAR,USD,call,2026-02-20
TSLA260220C00442500,2026-02-12 20:12:22+00:00,442.5,2.11,2.16,2.19,-2.74,-56.494846,699.0,2089,0.3963683410644532,False,REGULAR,USD,call,2026-02-20
TSLA260220C00445000,2026-02-12 20:16:05+00:00,445.0,1.78,1.83,1.86,-2.3999999,-57.416267,6858.0,3592,0.3975890319824219,False,REGULAR,USD,call,2026-02-20
TSLA260220C00447500,2026-02-12 20:18:15+00:00,447.5,1.53,1.54,1.57,-2.02,-56.90141,790.0,1943,0.39856558471679693,False,REGULAR,USD,call,2026-02-20
TSLA260220C00450000,2026-02-12 20:18:01+00:00,450.0,1.28,1.28,1.31,-1.72,-57.333332,10253.0,19150,0.39856558471679693,False,REGULAR,USD,call,2026-02-20
TSLA260220C00452500,2026-02-12 20:17:40+00:00,452.5,1.05,1.08,1.1,-1.53,-59.302326,477.0,1162,0.39978627563476565,False,REGULAR,USD,call,2026-02-20
TSLA260220C00455000,2026-02-12 20:17:40+00:00,455.0,0.87,0.89,0.9,-1.36,-60.986546,2397.0,7173,0.39880972290039063,False,REGULAR,USD,call,2026-02-20
TSLA260220C00457500,2026-02-12 20:14:30+00:00,457.5,0.74,0.74,0.75,-1.15,-60.84656,664.0,862,0.4000304138183594,False,REGULAR,USD,call,2026-02-20
TSLA260220C00460000,2026-02-12 20:16:00+00:00,460.0,0.62,0.62,0.63,-0.99,-61.490685,3319.0,11775,0.40210558837890625,False,REGULAR,USD,call,2026-02-20
TSLA260220C00462500,2026-02-12 20:10:36+00:00,462.5,0.5,0.52,0.53,-0.87,-63.50365,515.0,862,0.40454697021484376,False,REGULAR,USD,call,2026-02-20
TSLA260220C00465000,2026-02-12 20:15:43+00:00,465.0,0.44,0.43,0.45,-0.71999997,-62.068966,4878.0,3794,0.40772076660156253,False,REGULAR,USD,call,2026-02-20
TSLA260220C00467500,2026-02-12 20:18:15+00:00,467.5,0.38,0.37,0.39,-0.59000003,-60.824745,94.0,93,0.41260353027343744,False,REGULAR,USD,call,2026-02-20
TSLA260220C00470000,2026-02-12 20:15:23+00:00,470.0,0.31,0.31,0.33,-0.51,-62.19512,1867.0,6389,0.4155331884765625,False,REGULAR,USD,call,2026-02-20
TSLA260220C00472500,2026-02-12 19:59:26+00:00,472.5,0.25,0.26,0.27,-0.44,-63.768116,193.0,214,0.41602146484374997,False,REGULAR,USD,call,2026-02-20
TSLA260220C00475000,2026-02-12 19:50:50+00:00,475.0,0.24,0.22,0.24,-0.36,-59.999996,933.0,7021,0.42236905761718746,False,REGULAR,USD,call,2026-02-20
TSLA260220C00477500,2026-02-12 19:47:04+00:00,477.5,0.2,0.19,0.21,-0.24,-54.545456,42.0,39,0.4272518212890626,False,REGULAR,USD,call,2026-02-20
TSLA260220C00480000,2026-02-12 20:15:23+00:00,480.0,0.17,0.16,0.18,-0.26999998,-61.363632,855.0,12906,0.43066975585937506,False,REGULAR,USD,call,2026-02-20
TSLA260220C00485000,2026-02-12 19:54:00+00:00,485.0,0.13,0.12,0.14,-0.18,-58.064514,570.0,4340,0.4414118359375,False,REGULAR,USD,call,2026-02-20
TSLA260220C00490000,2026-02-12 19:57:06+00:00,490.0,0.1,0.09,0.11,-0.15,-60.000004,603.0,4346,0.45215391601562505,False,REGULAR,USD,call,2026-02-20
TSLA260220C00495000,2026-02-12 19:19:23+00:00,495.0,0.09,0.08,0.09,-0.099999994,-52.631573,109.0,1422,0.463872548828125,False,REGULAR,USD,call,2026-02-20
TSLA260220C00500000,2026-02-12 20:02:23+00:00,500.0,0.07,0.06,0.08,-0.07,-50.0,1393.0,21775,0.4804739453125,False,REGULAR,USD,call,2026-02-20
TSLA260220C00505000,2026-02-12 19:18:15+00:00,505.0,0.06,0.04,0.07,-0.040000003,-40.000004,136.0,2462,0.495122236328125,False,REGULAR,USD,call,2026-02-20
TSLA260220C00510000,2026-02-12 19:41:58+00:00,510.0,0.05,0.04,0.05,-0.029999997,-37.499996,140.0,6648,0.49805189453125004,False,REGULAR,USD,call,2026-02-20
TSLA260220C00515000,2026-02-12 19:50:08+00:00,515.0,0.04,0.04,0.05,-0.02,-33.333336,26.0,2095,0.5136767382812499,False,REGULAR,USD,call,2026-02-20
TSLA260220C00520000,2026-02-12 19:41:53+00:00,520.0,0.04,0.03,0.04,-0.010000002,-20.000002,139.0,6959,0.5195360546875,False,REGULAR,USD,call,2026-02-20
TSLA260220C00525000,2026-02-12 19:18:58+00:00,525.0,0.02,0.02,0.03,-0.02,-50.0,165.0,1657,0.523442265625,False,REGULAR,USD,call,2026-02-20
TSLA260220C00530000,2026-02-12 19:27:13+00:00,530.0,0.02,0.01,0.02,-0.01,-33.333336,74.0,2005,0.51562984375,False,REGULAR,USD,call,2026-02-20
TSLA260220C00535000,2026-02-12 19:15:52+00:00,535.0,0.02,0.01,0.02,0.01,100.0,37.0,1656,0.5351608984375,False,REGULAR,USD,call,2026-02-20
TSLA260220C00540000,2026-02-12 19:53:47+00:00,540.0,0.02,0.01,0.02,0.0,0.0,125.0,2227,0.5546919531250001,False,REGULAR,USD,call,2026-02-20
TSLA260220C00570000,2026-02-12 17:23:51+00:00,570.0,0.01,0.01,0.02,0.0,0.0,8.0,1844,0.6562534375000001,False,REGULAR,USD,call,2026-02-20
TSLA260220P00180000,2026-02-12 19:51:54+00:00,180.0,0.01,0.01,0.02,-0.01,-50.0,154.0,813,1.6875015625,False,REGULAR,USD,put,2026-02-20
TSLA260220P00185000,2026-02-12 18:09:59+00:00,185.0,0.01,0.01,0.02,0.0,0.0,4.0,886,1.625001875,False,REGULAR,USD,put,2026-02-20
TSLA260220P00190000,2026-02-12 15:17:09+00:00,190.0,0.01,0.01,0.02,0.0,0.0,1.0,982,1.5781271093749998,False,REGULAR,USD,put,2026-02-20
TSLA260220P00195000,2026-02-12 15:12:02+00:00,195.0,0.01,0.01,0.02,-0.01,-50.0,1.0,1816,1.5312523437499999,False,REGULAR,USD,put,2026-02-20
TSLA260220P00200000,2026-02-12 19:49:20+00:00,200.0,0.01,0.01,0.02,0.0,0.0,12.0,11555,1.484377578125,False,REGULAR,USD,put,2026-02-20
TSLA260220P00220000,2026-02-12 19:57:45+00:00,220.0,0.03,0.01,0.03,0.01,50.0,73.0,9745,1.3281283593749997,False,REGULAR,USD,put,2026-02-20
TSLA260220P00225000,2026-02-12 19:57:45+00:00,225.0,0.01,0.01,0.03,0.0,0.0,16.0,834,1.2812535937499998,False,REGULAR,USD,put,2026-02-20
TSLA260220P00230000,2026-02-12 19:01:08+00:00,230.0,0.02,0.01,0.03,0.01,100.0,116.0,3945,1.2421912890624998,False,REGULAR,USD,put,2026-02-20
TSLA260220P00235000,2026-02-12 16:51:43+00:00,235.0,0.02,0.01,0.03,0.01,100.0,2.0,346,1.1953165234375,False,REGULAR,USD,put,2026-02-20
TSLA260220P00240000,2026-02-12 19:34:36+00:00,240.0,0.03,0.02,0.03,0.02,200.0,247.0,8103,1.1796916015624999,False,REGULAR,USD,put,2026-02-20
TSLA260220P00245000,2026-02-12 19:19:37+00:00,245.0,0.03,0.02,0.04,0.02,200.0,28.0,1141,1.15625421875,False,REGULAR,USD,put,2026-02-20
TSLA260220P00250000,2026-02-12 20:02:55+00:00,250.0,0.03,0.02,0.03,0.01,50.0,61.0,22496,1.09375453125,False,REGULAR,USD,put,2026-02-20
TSLA260220P00255000,2026-02-12 15:17:40+00:00,255.0,0.01,0.02,0.04,0.0,0.0,1.0,574,1.0742233789062503,False,REGULAR,USD,put,2026-02-20
TSLA260220P00260000,2026-02-12 19:56:31+00:00,260.0,0.03,0.02,0.04,0.01,50.0,43.0,4566,1.0312548437500002,False,REGULAR,USD,put,2026-02-20
TSLA260220P00265000,2026-02-12 19:54:32+00:00,265.0,0.03,0.03,0.04,0.01,50.0,30.0,352,1.0078174609375,False,REGULAR,USD,put,2026-02-20
TSLA260220P00270000,2026-02-12 20:15:48+00:00,270.0,0.05,0.03,0.05,0.010000002,25.000004,154.0,6768,0.98437515625,False,REGULAR,USD,put,2026-02-20
TSLA260220P00275000,2026-02-12 19:54:52+00:00,275.0,0.03,0.03,0.05,0.0,0.0,368.0,647,0.945313046875,False,REGULAR,USD,put,2026-02-20
TSLA260220P00280000,2026-02-12 18:44:30+00:00,280.0,0.04,0.04,0.05,0.01,33.333336,208.0,4816,0.9179695703125,False,REGULAR,USD,put,2026-02-20
TSLA260220P00285000,2026-02-12 20:15:48+00:00,285.0,0.04,0.04,0.06,0.0,0.0,81.0,1722,0.8867198828124999,False,REGULAR,USD,put,2026-02-20
TSLA260220P00290000,2026-02-12 17:20:48+00:00,290.0,0.05,0.05,0.07,0.0,0.0,2.0,2852,0.867188828125,False,REGULAR,USD,put,2026-02-20
TSLA260220P00295000,2026-02-12 20:10:56+00:00,295.0,0.06,0.06,0.07,0.02,50.0,965.0,4981,0.8359391406249999,False,REGULAR,USD,put,2026-02-20
TSLA260220P00300000,2026-02-12 20:14:56+00:00,300.0,0.08,0.07,0.08,0.029999997,74.99999,303.0,12321,0.8105487695312499,False,REGULAR,USD,put,2026-02-20
TSLA260220P00305000,2026-02-12 20:08:02+00:00,305.0,0.07,0.07,0.09,0.0,0.0,77.0,1250,0.77929908203125,False,REGULAR,USD,put,2026-02-20
TSLA260220P00310000,2026-02-12 20:13:25+00:00,310.0,0.1,0.09,0.1,0.030000001,60.000004,238.0,4288,0.7578149218750001,False,REGULAR,USD,put,2026-02-20
TSLA260220P00315000,2026-02-12 19:34:05+00:00,315.0,0.1,0.1,0.11,0.009999998,11.111108,63.0,4250,0.72851833984375,False,REGULAR,USD,put,2026-02-20
TSLA260220P00320000,2026-02-12 19:57:36+00:00,320.0,0.12,0.12,0.14,0.019999996,19.999994,739.0,7185,0.709963837890625,False,REGULAR,USD,put,2026-02-20
TSLA260220P00325000,2026-02-12 19:23:49+00:00,325.0,0.16,0.15,0.16,0.030000001,23.076923,269.0,1352,0.6875031250000001,False,REGULAR,USD,put,2026-02-20
TSLA260220P00330000,2026-02-12 20:12:46+00:00,330.0,0.2,0.18,0.19,0.07000001,53.846165,5264.0,9669,0.6650424121093752,False,REGULAR,USD,put,2026-02-20
TSLA260220P00335000,2026-02-12 19:33:42+00:00,335.0,0.23,0.22,0.23,0.07000001,43.750008,156.0,4992,0.6445348046875,False,REGULAR,USD,put,2026-02-20
TSLA260220P00340000,2026-02-12 20:01:33+00:00,340.0,0.27,0.26,0.28,0.050000012,22.727278,144.0,3655,0.6225623681640625,False,REGULAR,USD,put,2026-02-20
TSLA260220P00345000,2026-02-12 19:19:45+00:00,345.0,0.31,0.31,0.33,0.07000001,29.166672,93.0,2098,0.5991251025390626,False,REGULAR,USD,put,2026-02-20
TSLA260220P00350000,2026-02-12 20:11:04+00:00,350.0,0.41,0.39,0.4,0.13999999,51.85184,1958.0,11426,0.579105771484375,False,REGULAR,USD,put,2026-02-20
TSLA260220P00355000,2026-02-12 19:55:45+00:00,355.0,0.48,0.47,0.49,0.16,50.0,107.0,8191,0.5576216113281252,False,REGULAR,USD,put,2026-02-20
TSLA260220P00357500,2026-02-12 19:58:25+00:00,357.5,0.55,0.54,0.57,0.18,48.648647,525.0,6,0.5515181567382813,False,REGULAR,USD,put,2026-02-20
TSLA260220P00360000,2026-02-12 20:16:27+00:00,360.0,0.62,0.6,0.62,0.23000002,58.974365,2388.0,7008,0.5400436621093752,False,REGULAR,USD,put,2026-02-20
TSLA260220P00362500,2026-02-12 19:48:43+00:00,362.5,0.68,0.67,0.69,0.21000001,44.68085,179.0,19,0.5302781347656251,False,REGULAR,USD,put,2026-02-20
TSLA260220P00365000,2026-02-12 20:16:06+00:00,365.0,0.78,0.76,0.77,0.30999997,65.95744,350.0,3635,0.5212450219726561,False,REGULAR,USD,put,2026-02-20
TSLA260220P00367500,2026-02-12 19:43:05+00:00,367.5,0.85,0.86,0.88,0.37000003,77.08334,131.0,23,0.5134326000976561,False,REGULAR,USD,put,2026-02-20
TSLA260220P00370000,2026-02-12 20:11:53+00:00,370.0,1.02,0.95,0.98,0.41999996,69.99999,914.0,8215,0.5026905200195313,False,REGULAR,USD,put,2026-02-20
TSLA260220P00372500,2026-02-12 19:54:21+00:00,372.5,1.07,1.1,1.13,0.35000002,48.611115,164.0,34,0.4982960327148438,False,REGULAR,USD,put,2026-02-20
TSLA260220P00375000,2026-02-12 20:16:00+00:00,375.0,1.3,1.23,1.25,0.62999994,94.02984,4947.0,24078,0.4870656762695313,False,REGULAR,USD,put,2026-02-20
TSLA260220P00377500,2026-02-12 19:18:43+00:00,377.5,1.51,1.39,1.42,0.5,49.50495,100.0,51,0.47900911621093745,False,REGULAR,USD,put,2026-02-20
TSLA260220P00380000,2026-02-12 20:18:40+00:00,380.0,1.59,1.58,1.61,0.74,85.05747,1549.0,9995,0.47070841796875,False,REGULAR,USD,put,2026-02-20
TSLA260220P00382500,2026-02-12 19:58:25+00:00,382.5,1.83,1.82,1.84,0.81000006,79.41177,248.0,50,0.46362841064453125,False,REGULAR,USD,put,2026-02-20
TSLA260220P00385000,2026-02-12 20:08:54+00:00,385.0,2.16,2.06,2.09,1.0600001,96.36364,1160.0,3095,0.4558159887695313,False,REGULAR,USD,put,2026-02-20
TSLA260220P00387500,2026-02-12 20:17:40+00:00,387.5,2.42,2.37,2.4,1.2500001,106.83762,315.0,354,0.4497125341796875,False,REGULAR,USD,put,2026-02-20
TSLA260220P00390000,2026-02-12 20:19:04+00:00,390.0,2.7,2.69,2.72,1.3900001,106.10689,2502.0,6678,0.44165597412109375,False,REGULAR,USD,put,2026-02-20
TSLA260220P00392500,2026-02-12 19:51:05+00:00,392.5,3.01,3.05,3.1,1.33,79.16667,437.0,359,0.43469803588867195,False,REGULAR,USD,put,2026-02-20
TSLA260220P00395000,2026-02-12 20:17:28+00:00,395.0,3.61,3.5,3.55,1.8899999,109.88371,1452.0,3702,0.4288387194824219,False,REGULAR,USD,put,2026-02-20
